Mensagem,Spam
"Por favor, Precisamos validar os indicadores de logística antes da apresentação. Prazo até hoje.",0
Última chance para receber um vale-compras totalmente grátis. Prazo até hoje.,1
"Por favor, Compre 1 e leve 2 na nossa queima de estoque secreta. Fico no aguardo.",1
Atenção: Ganhe um carro 0km respondendo a uma pesquisa rápida. Responda assim que puder. Ref. 101,1
"Bom dia. Seu armazenamento corporativo excedeu o limite, confirme a renovação. Fico no aguardo.",1
Método comprovado para ganhar R$ 99 dormindo.,1
A conta do laboratório será atualizada pela equipe de tecnologia. Obrigado.,0
"Olá, Segue o cupom de desconto corporativo para compra de livros técnicos. Verifique quando possível.",0
Bom dia. O prêmio de inovação será entregue durante o evento corporativo. Prazo até hoje.,0
"Olá, O protocolo de segurança exige autenticação fora do ambiente normal. Verifique quando possível.",1
Bom dia. O arquivo PDF do cliente Nexus foi atualizado na pasta compartilhada. Prazo até hoje.,0
"Olá, Bom dia, podemos remarcar a call com o cliente Vértice para 08h? Responda assim que puder.",0
Bom dia. O arquivo PDF do cliente Gama foi atualizado na pasta compartilhada. Obrigado.,0
Comunicado: Aprovação do orçamento de Dezembro disponível para revisão. Obrigado.,0
Lembrete: treinamento interno de atendimento no dia 28. Verifique quando possível.,0
"pfv, Última chance para receber um prêmio em dinheiro totalmente grátis. Obrigado.",1
Reunião de alinhamento do projeto às 14h na sala virtual. Obrigado.,0
Bom dia. Sua assinatura será suspensa se os dados não forem atualizados hoje. Prazo até hoje.,1
"pfv, Segue a ata da reunião sobre operações realizada ontem. Prazo até hoje.",0
"Olá, Favor conferir os dados da planilha enviada pela equipe de vendas.",0
"Desconto de 50% em smartphones, estoque limitado. Obrigado.",1
"Bom dia. Seu armazenamento corporativo excedeu o limite, confirme a renovação. Responda assim que puder.",1
Comunicado: Lembrete: treinamento interno de operações no dia 5. Fico no aguardo.,0
"Por favor, O pagamento da fatura de Agosto foi confirmado pelo financeiro. Verifique quando possível.",0
Comunicado: Trabalhe de casa e receba R$ 10.000 por semana. Obrigado.,1
Atenção: Reunião de alinhamento do projeto às 09h na sala virtual. Fico no aguardo.,0
Bom dia. Lembrete: treinamento interno de qualidade no dia 18. Responda assim que puder.,0
Bom dia. O arquivo PDF do cliente Vértice foi atualizado na pasta compartilhada. Obrigado.,0
Empréstimo pré-aprovado de R$ 10.000 sem consulta e sem burocracia. Verifique quando possível.,1
Comunicado: Trabalhe de casa e receba R$ 5.000 por semana. Obrigado.,1
Comunicado: Central de suporte solicita autenticação para liberar novo protocolo.,1
Comunicado: Atualização do cronograma de entregas do projeto Delta. Responda assim que puder.,0
"Atenção: Comunicado financeiro: pagamento recusado, revise seus dados agora. Obrigado.",1
"Por favor, Multiplique seu dinheiro sem sair de casa ainda hoje. Responda assim que puder. Ref. 101",1
Comunicado: A equipe de tecnologia divulgou uma promoção válida apenas para colaboradores. Obrigado.,0
Notificação administrativa: pendência crítica em seu cadastro. Obrigado.,1
Atenção: Ganhe um assinatura premium respondendo a uma pesquisa rápida.,1
"Por favor, Documento fiscal pendente: regularize seu acesso no portal informado. Verifique quando possível.",1
"Prezado cliente, identificamos inconsistências no seu cadastro bancário. Fico no aguardo.",1
Atenção: Segue a ata da reunião sobre vendas realizada ontem. Verifique quando possível.,0
O desconto para o curso técnico foi aprovado pela instituição. Responda assim que puder. Ref. 101,0
"Por favor, Método comprovado para ganhar R$ 99 dormindo. Fico no aguardo.",1
"Olá, A equipe de operações divulgou uma promoção válida apenas para colaboradores. Obrigado.",0
Comunicado: Segue o material complementar da aula de hoje.,0
Bom dia. Método comprovado para ganhar R$ 50.000 dormindo.,1
Comunicado: Empréstimo pré-aprovado de R$ 10.000 sem consulta e sem burocracia. Prazo até hoje.,1
Bom dia. Segue a ata da reunião sobre marketing realizada ontem.,0
Aviso importante: confirme suas credenciais para manter o serviço ativo. Responda assim que puder. Ref. 101,1
Você foi sorteado! Resgate seu prêmio em dinheiro urgente. Verifique quando possível.,1
"Pendência financeira encontrada, valide seu cadastro para evitar multa. Verifique quando possível.",1
Atenção: O link para atualização do cadastro está disponível na intranet da empresa. Verifique quando possível. Ref. 101,0
Atenção: O prêmio acadêmico será entregue aos projetos selecionados. Obrigado. Ref. 101,0
Seu cadastro foi selecionado para uma vantagem especial não divulgada. Responda assim que puder.,1
Segue o material complementar da aula de hoje. Verifique quando possível. Ref. 103,0
Atenção: Notificação administrativa: pendência crítica em seu cadastro. Fico no aguardo.,1
Segue a ata da reunião sobre qualidade realizada ontem.,0
"Olá, Prezado cliente, identificamos inconsistências no seu cadastro bancário. Verifique quando possível.",1
"Olá, Acesso VIP liberado para palestrantes cadastrados no congresso interno. Responda assim que puder.",0
Favor conferir os dados da planilha enviada pela equipe de atendimento. Responda assim que puder.,0
Bom dia. Nova política de segurança exige confirmação imediata da conta. Responda assim que puder.,1
"Bom dia. Seu armazenamento corporativo excedeu o limite, confirme a renovação. Responda assim que puder. Ref. 101",1
"OLÁ, FAVOR CONFERIR OS DADOS DA PLANILHA ENVIADA PELA EQUIPE DE COMPRAS. RESPONDA ASSIM QUE PUDER.",0
Atenção: Empréstimo pré-aprovado de R$ 5.000 sem consulta e sem burocracia. Verifique quando possível.,1
"Por favor, Última chance para receber um prêmio em dinheiro totalmente grátis.",1
Comunicado: Promoção imperdível: compre agora e receba assinatura premium grátis.,1
"Olá, Oferta de desconto educacional disponível para alunos matriculados. Fico no aguardo.",0
Atenção: Última chance para receber um vale-compras totalmente grátis. Verifique quando possível.,1
comunicado: reunião de alinhamento do projeto às 11h na sala virtual.,0
Bom dia. A promoção interna de cursos gratuitos para colaboradores começa no dia 20.,0
Comunicado: Dúvida sobre a tarefa de RH publicada no ambiente da turma. Prazo até hoje. Ref. 101,0
Atenção: Detectamos acesso incomum e solicitamos verificação urgente dos dados. Responda assim que puder. Ref. 101,1
"Olá, Segue o material complementar da aula de hoje. Obrigado.",0
Atenção: Regularize a pendência do cadastro para liberar o prêmio. Prazo até hoje.,1
"Olá, Mensagem do suporte: sua senha expira em 10 minutos, valide o acesso. Verifique quando possível.",1
"Olá, O prêmio de inovação será entregue durante o evento corporativo. Obrigado.",0
"Comunicado: Mensagem do suporte: sua senha expira em 10 minutos, valide o acesso. Fico no aguardo.",1
"Por favor, Precisamos validar os indicadores de logística antes da apresentação. Obrigado.",0
Bom dia. Inscrição gratuita no evento técnico aprovada pela coordenação. Obrigado.,0
COMUNICADO: GANHE UM CARRO 0KM RESPONDENDO A UMA PESQUISA RÁPIDA. VERIFIQUE QUANDO POSSÍVEL.,1
"Bom dia. Gabriela, pode revisar o relatório de tecnologia até amanhã? Fico no aguardo.",0
Comunicado: Confirme seus dados no portal interno antes da emissão do crachá. Responda assim que puder.,0
"Olá, Método comprovado para ganhar R$ 99 dormindo. Verifique quando possível.",1
"Por favor, A equipe de compras divulgou uma promoção válida apenas para colaboradores. Verifique quando possível.",0
Atenção: Oferta de desconto educacional disponível para alunos matriculados.,0
Comunicado: Segue o material complementar da aula de hoje. Verifique quando possível. Ref. 101,0
"Olá, Oferta relâmpago: 30% de desconto somente para você. Verifique quando possível.",1
Comunicado: Lembrete: treinamento interno de tecnologia no dia 11. Fico no aguardo.,0
Comunicado: Solicitação de compliance: envie a validação da conta ainda hoje. Fico no aguardo.,1
Atenção: Confirmação da reserva da sala para o dia 12. Obrigado.,0
"Olá, Seu voucher de alimentação foi atualizado no aplicativo corporativo. Prazo até hoje.",0
"Mensagem do suporte: sua senha expira em 10 minutos, valide o acesso. Obrigado. Ref. 101",1
"Bom dia. Ganhe R$ 50.000 fácil e rápido, clique aqui agora. Prazo até hoje.",1
"Atenção: Mensagem do suporte: sua senha expira em 10 minutos, valide o acesso. Obrigado.",1
"Por favor, Pendência financeira encontrada, valide seu cadastro para evitar multa.",1
"Olá, Central de suporte solicita autenticação para liberar novo protocolo. Prazo até hoje.",1
Comunicado: O pagamento da fatura de Julho foi confirmado pelo financeiro. Responda assim que puder.,0
Comunicado: Precisamos validar os indicadores de financeiro antes da apresentação.,0
"Por favor, O RH enviou o link oficial para atualização dos dados cadastrais. Prazo até hoje.",0
"Olá, Segue o material complementar da aula de hoje. Verifique quando possível. Ref. 101",0
Comunicado: O benefício de frete grátis da parceria corporativa foi renovado. Responda assim que puder.,0
"Por favor, Ganhe um carro 0km respondendo a uma pesquisa rápida. Verifique quando possível.",1
Bom dia. Inscrição gratuita no evento técnico aprovada pela coordenação. Verifique quando possível.,0
"Comunicado: Pendência financeira encontrada, valide seu cadastro para evitar multa. Responda assim que puder.",1
"Por favor, Desconto de 50% em cursos online, estoque limitado.",1
Bom dia. Sua conta corporativa requer validação imediata para evitar bloqueio. Responda assim que puder.,1
"Olá, Comunicado financeiro: pagamento recusado, revise seus dados agora.",1
Atenção: Empréstimo pré-aprovado de R$ 50.000 sem consulta e sem burocracia. Verifique quando possível.,1
Comunicado: Atualização do cronograma de entregas do projeto Orion. Fico no aguardo.,0
Atenção: O arquivo PDF do cliente Orion foi atualizado na pasta compartilhada. Responda assim que puder.,0
Bom dia. Nova política de segurança exige confirmação imediata da conta. Responda assim que puder. Ref. 101,1
Atenção: O setor de vendas solicitou urgência na revisão dos documentos. Prazo até hoje.,0
Você foi sorteado! Resgate seu carro 0km urgente.,1
"Atenção: Por favor, envie as métricas do cliente Sigma até o fim do dia.",0
"Atenção: Eduarda, pode revisar o relatório de atendimento até amanhã? Obrigado. Ref. 101",0
Bom dia. Promoção imperdível: compre agora e receba vale-compras grátis. Obrigado.,1
Comunicado: Reunião de alinhamento do projeto às 16h na sala virtual. Obrigado.,0
Bom dia. Dúvida sobre a tarefa de RH publicada no ambiente da turma. Verifique quando possível.,0
Comunicado: Ganhe um prêmio em dinheiro respondendo a uma pesquisa rápida. Verifique quando possível.,1
"Olá, Precisamos validar os indicadores de logística antes da apresentação. Prazo até hoje.",0
"Olá, Dúvida sobre a tarefa de tecnologia publicada no ambiente da turma. Obrigado.",0
"Por favor, O pagamento da fatura de Janeiro foi confirmado pelo financeiro. Verifique quando possível.",0
Comunicado: Aprovação do orçamento de Março disponível para revisão.,0
"Por favor, O benefício de frete grátis da parceria corporativa foi renovado. Verifique quando possível.",0
"Por favor, Ganhe um carro 0km respondendo a uma pesquisa rápida. Obrigado.",1
"Olá, Desconto de 90% em cursos online, estoque limitado. Fico no aguardo.",1
Bom dia. Atualização do cronograma de entregas do projeto Atlas. Responda assim que puder.,0
"Olá, Prezado cliente, identificamos inconsistências no seu cadastro bancário. Fico no aguardo.",1
"Por favor, A coordenação enviou um aviso urgente sobre a mudança de sala. Responda assim que puder.",0
"Pendência financeira encontrada, valide seu cadastro para evitar multa. Verifique quando possível. Ref. 101",1
Bom dia. Promoção imperdível: compre agora e receba notebook grátis. Verifique quando possível.,1
"Por favor, Seu cadastro foi selecionado para uma vantagem especial não divulgada. Responda assim que puder.",1
Atenção: Segue a ata da reunião sobre logística realizada ontem. Obrigado.,0
Bom dia. Última chance para receber um carro 0km totalmente grátis. Responda assim que puder.,1
"Por favor, Diego, pode revisar o relatório de RH até amanhã? Responda assim que puder.",0
O RH enviou o link oficial para atualização dos dados cadastrais. Prazo até hoje.,0
"olá, multiplique seu dinheiro sem sair de casa ainda hoje. verifique quando possível.",1
Comunicado: O prêmio de inovação será entregue durante o evento corporativo. Obrigado.,0
"Olá, O pagamento da fatura de Agosto foi confirmado pelo financeiro. Fico no aguardo.",0
"Olá, Última chance para se inscrever no workshop gratuito da empresa. Fico no aguardo.",0
Atenção: A campanha de brindes internos será aberta para todos os funcionários. Responda assim que puder.,0
"Por favor, Acesso temporariamente limitado até a confirmação das informações. Verifique quando possível.",1
"Olá, Lembrete: treinamento interno de operações no dia 1. Verifique quando possível.",0
"Olá, Oferta de desconto educacional disponível para alunos matriculados. Responda assim que puder.",0
Atenção: Inscrição gratuita no evento técnico aprovada pela coordenação. Prazo até hoje.,0
"olá, documento fiscal pendente: regularize seu acesso no portal informado.",1
"Por favor, Mensagem do suporte: sua senha expira em 10 minutos, valide o acesso. Prazo até hoje.",1
"Comunicado: Bom dia, podemos remarcar a call com o cliente Omega para 17h? Verifique quando possível. Ref. 101",0
"Olá, O arquivo PDF do cliente Alpha foi atualizado na pasta compartilhada. Prazo até hoje.",0
Comunicado: A conta do laboratório será atualizada pela equipe de tecnologia. Responda assim que puder.,0
"pfv, Lembrete: treinamento interno de vendas no dia 3. Prazo até hoje.",0
"Olá, Método comprovado para ganhar R$ 500 dormindo.",1
"Por favor, Favor conferir os dados da planilha enviada pela equipe de marketing. Responda assim que puder.",0
"Por favor, Confirme presença no evento gratuito até o dia 19. Responda assim que puder.",0
"Por favor, Atualize sua senha conforme a política de segurança da empresa. Prazo até hoje.",0
Bom dia. Renda extra garantida: comece hoje e lucre amanhã. Responda assim que puder. Ref. 101,1
Bom dia. Sua assinatura será suspensa se os dados não forem atualizados hoje. Fico no aguardo.,1
"Bom dia. Por favor, envie as métricas do cliente Beta até o fim do dia. Verifique quando possível.",0
"Olá, Dúvida sobre a tarefa de financeiro publicada no ambiente da turma. Obrigado. Ref. 101",0
Atenção: Seu benefício exclusivo está aguardando validação imediata. Responda assim que puder.,1
"Olá, Segue o cupom de desconto corporativo para compra de livros técnicos. Obrigado.",0
Atualize sua senha conforme a política de segurança da empresa. Verifique quando possível. Ref. 101,0
"Atenção: Seu armazenamento corporativo excedeu o limite, confirme a renovação. Responda assim que puder.",1
"pfv, Inscrição gratuita no evento técnico aprovada pela coordenação. Obrigado.",0
"Olá, Última chance para receber um vale-compras totalmente grátis.",1
Comunicado: Sua assinatura será suspensa se os dados não forem atualizados hoje. Fico no aguardo.,1
Oferta relâmpago: 80% de desconto somente para você. Fico no aguardo.,1
Comunicado: Reunião de alinhamento do projeto às 09h na sala virtual. Ref. 101,0
Bom dia. Lembrete: treinamento interno de vendas no dia 18. Responda assim que puder.,0
Atenção: Documento fiscal pendente: regularize seu acesso no portal informado. Verifique quando possível.,1
Segue a ata da reunião sobre compras realizada ontem. Prazo até hoje.,0
"Comunicado: Por favor, envie as métricas do cliente Sigma até o fim do dia. Responda assim que puder.",0
Método comprovado para ganhar R$ 99 dormindo. Prazo até hoje.,1
Promoção imperdível: compre agora e receba smartphone grátis. Responda assim que puder.,1
Comunicado: Compre 1 e leve 2 na nossa queima de estoque secreta.,1
"Ganhe R$ 500 fácil e rápido, clique aqui agora. Prazo até hoje.",1
"Olá, Aprovação do orçamento de Junho disponível para revisão. Responda assim que puder.",0
Bom dia. Lembrete: treinamento interno de compras no dia 18. Responda assim que puder.,0
"Atenção: Por favor, envie as métricas do cliente Sigma até o fim do dia. Responda assim que puder.",0
Detectamos acesso incomum e solicitamos verificação urgente dos dados. Verifique quando possível.,1
Atenção: Você foi sorteado! Resgate seu carro 0km urgente.,1
"Olá, Aviso importante: confirme suas credenciais para manter o serviço ativo.",1
"Por favor, Seu armazenamento corporativo excedeu o limite, confirme a renovação. Prazo até hoje. Ref. 101",1
Atenção: Precisamos validar os indicadores de compras antes da apresentação. Verifique quando possível.,0
Atenção: O arquivo PDF do cliente Delta foi atualizado na pasta compartilhada.,0
Comunicado: Clique no portal da intranet para acessar o comprovante de treinamento. Verifique quando possível.,0
Segue o cupom de desconto corporativo para compra de livros técnicos. Fico no aguardo.,0
"Por favor, O link para atualização do cadastro está disponível na intranet da empresa. Verifique quando possível.",0
Atenção: Precisamos validar os indicadores de financeiro antes da apresentação. Fico no aguardo.,0
Bom dia. Última chance para se inscrever no workshop gratuito da empresa. Prazo até hoje.,0
Comunicado: Documento fiscal pendente: regularize seu acesso no portal informado. Obrigado.,1
"Por favor, Seu benefício exclusivo está aguardando validação imediata. Prazo até hoje.",1
"OLÁ, DOCUMENTO FISCAL PENDENTE: REGULARIZE SEU ACESSO NO PORTAL INFORMADO. PRAZO ATÉ HOJE.",1
"Olá, Nova política de segurança exige confirmação imediata da conta. Obrigado.",1
Atenção: O acesso ao portal de aulas ficará indisponível durante a manutenção. Obrigado.,0
Atenção: Sua assinatura será suspensa se os dados não forem atualizados hoje. Obrigado.,1
Comunicado: Oferta de desconto educacional disponível para alunos matriculados. Ref. 102,0
Bom dia. Solicitação de compliance: envie a validação da conta ainda hoje. Prazo até hoje.,1
"Olá, Felipe, pode revisar o relatório de operações até amanhã? Fico no aguardo.",0
Bom dia. Confirme presença no evento gratuito até o dia 18. Obrigado.,0
Atenção: Segue o material complementar da aula de hoje.,0
"Atenção: Camila, pode revisar o relatório de tecnologia até amanhã? Prazo até hoje.",0
Atualização obrigatória de segurança disponível para sua conta. Prazo até hoje.,1
"Por favor, Atualização obrigatória de segurança disponível para sua conta. Verifique quando possível.",1
Segue a ata da reunião sobre qualidade realizada ontem. Fico no aguardo. Ref. 101,0
"Olá, Favor conferir os dados da planilha enviada pela equipe de tecnologia. Prazo até hoje.",0
Comunicado: Dúvida sobre a tarefa de RH publicada no ambiente da turma. Fico no aguardo.,0
"Olá, A campanha de brindes internos será aberta para todos os funcionários. Responda assim que puder.",0
Comunicado: Reunião de alinhamento do projeto às 09h na sala virtual. Ref. 102,0
"Por favor, O prêmio de inovação será entregue durante o evento corporativo. Fico no aguardo.",0
Atualização do cronograma de entregas do projeto Vértice. Fico no aguardo.,0
"Bom dia. Por favor, envie as métricas do cliente Orion até o fim do dia. Responda assim que puder.",0
"Olá, Renda extra garantida: comece hoje e lucre amanhã. Fico no aguardo.",1
"Olá, O arquivo PDF do cliente Beta foi atualizado na pasta compartilhada. Prazo até hoje.",0
"Por favor, O prêmio de inovação será entregue durante o evento corporativo. Obrigado.",0
Comunicado: Central de suporte solicita autenticação para liberar novo protocolo. Prazo até hoje.,1
"Olá, Última chance para se inscrever no workshop gratuito da empresa. Prazo até hoje.",0
Atenção: Aprovação do orçamento de Setembro disponível para revisão. Verifique quando possível.,0
Atenção: O RH enviou o link oficial para atualização dos dados cadastrais. Verifique quando possível. Ref. 101,0
Libere seu prêmio antes que ele seja cancelado. Responda assim que puder.,1
Segue o material complementar da aula de hoje. Obrigado.,0
Solicitação de compliance: envie a validação da conta ainda hoje. Responda assim que puder.,1
"Olá, O pagamento da fatura de Setembro foi confirmado pelo financeiro. Responda assim que puder.",0
"Comunicado financeiro: pagamento recusado, revise seus dados agora. Verifique quando possível. Ref. 101",1
Comunicado: Última chance para receber um notebook totalmente grátis. Prazo até hoje.,1
"Por favor, Libere seu prêmio antes que ele seja cancelado. Fico no aguardo.",1
Favor conferir os dados da planilha enviada pela equipe de marketing. Fico no aguardo.,0
Comunicado: Segue o material complementar da aula de hoje. Verifique quando possível. Ref. 102,0
"Por favor, envie as métricas do cliente Vértice até o fim do dia. Ref. 101",0
"Por favor, Oferta de desconto educacional disponível para alunos matriculados. Responda assim que puder.",0
Atenção: O pagamento da fatura de Abril foi confirmado pelo financeiro. Prazo até hoje.,0
Bom dia. Reunião de alinhamento do projeto às 08h na sala virtual. Responda assim que puder.,0
"Olá, Detectamos acesso incomum e solicitamos verificação urgente dos dados. Prazo até hoje.",1
"Por favor, Segue a ata da reunião sobre atendimento realizada ontem. Prazo até hoje.",0
"Olá, Dúvida sobre a tarefa de vendas publicada no ambiente da turma.",0
"OLÁ, EMPRÉSTIMO PRÉ-APROVADO DE R$ 500 SEM CONSULTA E SEM BUROCRACIA. OBRIGADO.",1
"Bom dia. Comunicado financeiro: pagamento recusado, revise seus dados agora. Ref. 101",1
Bom dia. Promoção imperdível: compre agora e receba vale-compras grátis. Verifique quando possível.,1
Seu benefício exclusivo está aguardando validação imediata. Fico no aguardo.,1
Comunicado: Nova política de segurança exige confirmação imediata da conta. Prazo até hoje.,1
Comunicado: O RH enviou o link oficial para atualização dos dados cadastrais. Fico no aguardo.,0
"por favor, use o acesso temporário para confirmar seus dados antes do bloqueio.",1
"Olá, Sua assinatura será suspensa se os dados não forem atualizados hoje. Prazo até hoje.",1
Atenção: Acesso temporariamente limitado até a confirmação das informações. Fico no aguardo.,1
Atenção: Aprovação do orçamento de Março disponível para revisão. Prazo até hoje.,0
Bom dia. Compre 1 e leve 2 na nossa queima de estoque secreta. Prazo até hoje. Ref. 101,1
"pfv, Desconto de 30% em notebooks, estoque limitado. Responda assim que puder.",1
Bom dia. O acesso ao portal de aulas ficará indisponível durante a manutenção. Responda assim que puder.,0
"Por favor, Compre 1 e leve 2 na nossa queima de estoque secreta. Prazo até hoje.",1
Bom dia. Confirme seus dados no portal interno antes da emissão do crachá. Verifique quando possível.,0
"Olá, Detectamos acesso incomum e solicitamos verificação urgente dos dados. Responda assim que puder.",1
"Olá, Empréstimo pré-aprovado de R$ 250 sem consulta e sem burocracia. Fico no aguardo.",1
Atenção: Oferta relâmpago: 50% de desconto somente para você. Responda assim que puder.,1
Favor conferir os dados da planilha enviada pela equipe de qualidade. Responda assim que puder.,0
Bom dia. Detectamos acesso incomum e solicitamos verificação urgente dos dados. Ref. 103,1
"Olá, O arquivo PDF do cliente Beta foi atualizado na pasta compartilhada. Prazo até hoje. Ref. 101",0
Bom dia. Segue a ata da reunião sobre compras realizada ontem. Responda assim que puder.,0
"Por favor, A equipe de operações divulgou uma promoção válida apenas para colaboradores. Fico no aguardo.",0
Comunicado: Segue o cupom de desconto corporativo para compra de livros técnicos. Responda assim que puder. Ref. 101,0
Bom dia. Precisamos validar os indicadores de RH antes da apresentação. Responda assim que puder.,0
Atenção: Aprovação do orçamento de Março disponível para revisão. Verifique quando possível.,0
"Comunicado: Bom dia, podemos remarcar a call com o cliente Omega para 17h? Verifique quando possível. Ref. 102",0
Bom dia. A promoção interna de cursos gratuitos para colaboradores começa no dia 12.,0
Atenção: Central de suporte solicita autenticação para liberar novo protocolo. Obrigado. Ref. 101,1
"Atenção: Seu bônus exclusivo expira em poucos minutos, clique para liberar. Fico no aguardo. Ref. 101",1
"Olá, Diego, pode revisar o relatório de RH até amanhã? Responda assim que puder.",0
Comunicado: Atualize sua senha conforme a política de segurança da empresa. Prazo até hoje.,0
"Atenção: Desconto de 99% em fones de ouvido, estoque limitado. Responda assim que puder.",1
"pfv, Seu voucher de alimentação foi atualizado no aplicativo corporativo.",0
Bom dia. Segue o material complementar da aula de hoje. Verifique quando possível. Ref. 101,0
"Por favor, Comunicado reservado: liberação de bônus mediante confirmação. Fico no aguardo.",1
A equipe de tecnologia divulgou uma promoção válida apenas para colaboradores. Prazo até hoje. Ref. 101,0
Bom dia. Notificação administrativa: pendência crítica em seu cadastro. Prazo até hoje.,1
"Olá, Aviso importante: confirme suas credenciais para manter o serviço ativo. Fico no aguardo. Ref. 101",1
"Seu bônus exclusivo expira em poucos minutos, clique para liberar.",1
"Por favor, Comunicado financeiro: pagamento recusado, revise seus dados agora. Fico no aguardo.",1
Atenção: Libere seu prêmio antes que ele seja cancelado. Responda assim que puder.,1
Bom dia. A coordenação enviou um aviso urgente sobre a mudança de sala. Responda assim que puder.,0
"por favor, acesso vip liberado para palestrantes cadastrados no congresso interno.",0
"Olá, Ganhe um notebook respondendo a uma pesquisa rápida. Prazo até hoje.",1
"Por favor, Ganhe R$ 10.000 fácil e rápido, clique aqui agora. Obrigado.",1
Comunicado: Segue o material complementar da aula de hoje. Ref. 101,0
Regularize a pendência do cadastrro para liberar o prêmio. Prazo até hoje.,1
"Por favor, Inscrição gratuita no evento técnico aprovada pela coordenação.",0
ATENÇÃO: EMPRÉSTIMO PRÉ-APROVADO DE R$ 250 SEM CONSULTA E SEM BUROCRACIA. FICO NO AGUARDO.,1
Comunicado: O arquivo PDF do cliente Omega foi atualizado na pasta compartilhada. Responda assim que puder.,0
"Por favor, Seu armazenamento corporativo excedeu o limite, confirme a renovação. Prazo até hoje. Ref. 102",1
Bom dia. Central de suporte solicita autenticação para liberar novo protocolo. Obrigado.,1
Atenção: Sua assinatura será suspensa se os dados não forem atualizados hoje. Verifique quando possível. Ref. 101,1
"Por favor, A conta do laboratório será atualizada pela equipe de tecnologia. Verifique quando possível.",0
"Por favor, A coordenação enviou um aviso urgente sobre a mudança de sala. Fico no aguardo.",0
Atenção: Lembrete: treinamento interno de marketing no dia 8. Fico no aguardo.,0
Solicitação de compliance: envie a validação da conta ainda hoje. Fico no aguardo.,1
"por favor, segue o cupom de desconto corporativo para compra de livros técnicos. prazo até hoje.",0
Libere seu prêmio antes que ele seja cancelado. Responda assim que puder. Ref. 101,1
Bom dia. Aviso importante: confirme suas credenciais para manter o serviço ativo. Obrigado.,1
"Por favor, Aprovação do orçamento de Outubro disponível para revisão. Ref. 101",0
"Comunicado financeiro: pagamento recusado, revise seus dados agora. Prazo até hoje.",1
"Atenção: Por favor, envie as métricas do cliente Orion até o fim do dia. Fico no aguardo.",0
Bom dia. Oferta relâmpago: 80% de desconto somente para você.,1
Atenção: Última chance para receber um smartphone totalmente grátis. Fico no aguardo.,1
Bom dia. A promoção de bolsas de estudo será divulgada no mural oficial.,0
Central de suporte solicita autenticação para liberar novo protocolo. Fico no aguardo.,1
Bom dia. Última chance para receber um smartphone totalmente grátis. Responda assim que puder.,1
"Olá, Eduarda, pode revisar o relatório de marketing até amanhã?",0
"Olá, Prezado cliente, identificamos inconsistências no seu cadastro bancário. Obrigado.",1
"Prezado cliente, identificamos inconsistências no seu cadastro bancário. Fico no aguardo. Ref. 101",1
Bom dia. Renda extra garantida: comece hoje e lucre amanhã. Prazo até hoje. Ref. 101,1
Bom dia. Detectamos acesso incomum e solicitamos verificação urgente dos dados. Obrigado.,1
O pagamento da fatura de Maio foi confirmado pelo financeiro. Responda assim que puder.,0
"Atenção: Desconto de 90% em notebooks, estoque limitado. Verifique quando possível.",1
"pfv, Bom dia, podemos remarcar a call com o cliente Gama para 10h? Verifique quando possível.",0
